Month,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,DepTimeM,DepTimeCategorical,UniqueCarrier_OriginDest,UniqueCarrier_Origin,target
c-4,c-6,645,AA,DFW,SFO,1464,45,10,AA_DFW_SFO,AA_DFW,0
c-12,c-4,975,OH,DSM,CVG,505,15,16,OH_DSM_CVG,OH_DSM,0
c-12,c-7,1208,YV,PHX,SBP,509,8,20,YV_PHX_SBP,YV_PHX,0
c-3,c-4,718,CO,EWR,RSW,1068,58,11,CO_EWR_RSW,CO_EWR,0
c-11,c-5,519,CO,BOS,EWR,200,39,8,CO_BOS_EWR,CO_BOS,0
c-4,c-2,1189,AA,DFW,MDW,797,49,19,AA_DFW_MDW,AA_DFW,0
c-11,c-5,480,WN,LAX,OAK,337,0,8,WN_LAX_OAK,WN_LAX,0
c-5,c-1,1070,EV,CVG,CLE,221,50,17,EV_CVG_CLE,EV_CVG,0
c-12,c-5,1056,UA,CMH,DEN,1155,36,17,UA_CMH_DEN,UA_CMH,0
c-10,c-3,1012,NW,MSP,DFW,852,52,16,NW_MSP_DFW,NW_MSP,0
c-5,c-2,407,FL,IAD,ATL,533,47,6,FL_IAD_ATL,FL_IAD,1
c-1,c-2,678,US,CLT,BOS,728,18,11,US_CLT_BOS,US_CLT,0
c-3,c-1,822,AA,SFO,JFK,2586,42,13,AA_SFO_JFK,AA_SFO,0
c-7,c-6,835,AA,MIA,ATL,595,55,13,AA_MIA_ATL,AA_MIA,0
c-3,c-3,1230,AS,SFO,PSP,421,30,20,AS_SFO_PSP,AS_SFO,0
c-11,c-3,712,OH,CVG,CMH,116,52,11,OH_CVG_CMH,OH_CVG,1
c-9,c-5,516,WN,SAN,SMF,480,36,8,WN_SAN_SMF,WN_SAN,0
c-7,c-3,1014,AA,AUS,DFW,190,54,16,AA_AUS_DFW,AA_AUS,0
c-9,c-3,745,CO,SMF,IAH,1609,25,12,CO_SMF_IAH,CO_SMF,0
c-9,c-4,1009,F9,DEN,TPA,1506,49,16,F9_DEN_TPA,F9_DEN,0
c-10,c-4,548,FL,MSY,ATL,425,8,9,FL_MSY_ATL,FL_MSY,0
c-7,c-7,634,MQ,CID,DFW,685,34,10,MQ_CID_DFW,MQ_CID,0
c-7,c-6,572,MQ,DFW,LAW,140,32,9,MQ_DFW_LAW,MQ_DFW,0
c-3,c-2,952,OO,FCA,SLC,532,52,15,OO_FCA_SLC,OO_FCA,0
c-7,c-4,462,UA,MSY,ORD,837,42,7,UA_MSY_ORD,UA_MSY,0
c-8,c-3,967,US,LAS,EWR,2227,7,16,US_LAS_EWR,US_LAS,0
c-6,c-3,509,DL,BOS,MCO,1121,29,8,DL_BOS_MCO,DL_BOS,0
c-7,c-6,816,US,CLT,DCA,331,36,13,US_CLT_DCA,US_CLT,1
c-3,c-5,524,NW,PDX,HNL,2603,44,8,NW_PDX_HNL,NW_PDX,0
c-2,c-3,883,UA,ORD,BUF,473,43,14,UA_ORD_BUF,UA_ORD,1
c-5,c-2,1145,DL,CVG,BOS,752,5,19,DL_CVG_BOS,DL_CVG,0
c-6,c-4,470,US,CLT,SFO,2296,50,7,US_CLT_SFO,US_CLT,0
c-6,c-5,647,AS,PDX,SAN,933,47,10,AS_PDX_SAN,AS_PDX,0
c-8,c-2,792,DL,RNO,SLC,422,12,13,DL_RNO_SLC,DL_RNO,0
c-12,c-7,821,WN,HRL,HOU,276,41,13,WN_HRL_HOU,WN_HRL,0
c-5,c-7,1066,AA,DFW,MIA,1121,46,17,AA_DFW_MIA,AA_DFW,0
c-7,c-3,588,DL,ATL,LAS,1747,48,9,DL_ATL_LAS,DL_ATL,0
c-5,c-2,384,FL,FLL,ATL,581,24,6,FL_FLL_ATL,FL_FLL,0
c-3,c-2,516,AA,DFW,STL,551,36,8,AA_DFW_STL,AA_DFW,0
c-7,c-1,1275,WN,HOU,FLL,957,15,21,WN_HOU_FLL,WN_HOU,1
c-9,c-4,579,NW,MSP,LGA,1020,39,9,NW_MSP_LGA,NW_MSP,1
c-3,c-4,356,CO,MSY,IAH,305,56,5,CO_MSY_IAH,CO_MSY,0
c-3,c-3,1183,OO,LAX,COS,833,43,19,OO_LAX_COS,OO_LAX,0
c-2,c-1,538,AA,STL,SNA,1570,58,8,AA_STL_SNA,AA_STL,0
c-6,c-5,516,US,MDT,CLT,413,36,8,US_MDT_CLT,US_MDT,0
c-9,c-5,509,DL,PVD,ATL,903,29,8,DL_PVD_ATL,DL_PVD,0
c-5,c-7,722,TZ,MDW,LGA,725,2,12,TZ_MDW_LGA,TZ_MDW,0
c-4,c-5,746,US,LAX,CLT,2125,26,12,US_LAX_CLT,US_LAX,0
c-12,c-5,710,AA,DFW,SFO,1464,50,11,AA_DFW_SFO,AA_DFW,0
c-4,c-2,521,AA,MIA,LGA,1097,41,8,AA_MIA_LGA,AA_MIA,0
c-2,c-6,1042,NW,MSP,SEA,1399,22,17,NW_MSP_SEA,NW_MSP,0
c-11,c-2,623,HP,LAS,PHX,256,23,10,HP_LAS_PHX,HP_LAS,0
c-12,c-7,1177,MQ,SHV,DFW,190,37,19,MQ_SHV_DFW,MQ_SHV,0
c-9,c-3,859,US,PHL,DFW,1302,19,14,US_PHL_DFW,US_PHL,0
c-2,c-6,1010,FL,ATL,DAY,432,50,16,FL_ATL_DAY,FL_ATL,0
c-6,c-4,884,EV,ATL,CHA,106,44,14,EV_ATL_CHA,EV_ATL,0
c-7,c-7,1108,UA,TPA,IAD,810,28,18,UA_TPA_IAD,UA_TPA,0
c-12,c-7,1315,YV,CLT,GSO,83,55,21,YV_CLT_GSO,YV_CLT,0
c-1,c-3,1184,AA,RDU,DFW,1062,44,19,AA_RDU_DFW,AA_RDU,1
c-9,c-6,568,HA,OGG,HNL,100,28,9,HA_OGG_HNL,HA_OGG,0
c-4,c-6,1002,OH,JAX,JFK,829,42,16,OH_JAX_JFK,OH_JAX,0
c-6,c-3,1213,DL,ATL,HSV,151,13,20,DL_ATL_HSV,DL_ATL,0
c-11,c-3,1158,US,PHL,BDL,196,18,19,US_PHL_BDL,US_PHL,0
c-4,c-7,1210,YV,IAD,EWR,213,10,20,YV_IAD_EWR,YV_IAD,0
c-8,c-5,1070,EV,ATL,CAE,191,50,17,EV_ATL_CAE,EV_ATL,1
c-10,c-3,680,MQ,JAN,DFW,408,20,11,MQ_JAN_DFW,MQ_JAN,0
c-11,c-2,1050,OO,DEN,MTJ,197,30,17,OO_DEN_MTJ,OO_DEN,0
c-12,c-2,1245,WN,AUS,BWI,1342,45,20,WN_AUS_BWI,WN_AUS,1
c-6,c-5,1146,AA,DFW,LGA,1389,6,19,AA_DFW_LGA,AA_DFW,0
c-3,c-5,1162,UA,DEN,PHX,602,22,19,UA_DEN_PHX,UA_DEN,1
c-10,c-5,415,YV,BOI,PHX,735,55,6,YV_BOI_PHX,YV_BOI,0
c-11,c-7,996,MQ,LAX,XNA,1371,36,16,MQ_LAX_XNA,MQ_LAX,0
c-2,c-4,1012,DL,CLE,CVG,221,52,16,DL_CLE_CVG,DL_CLE,0
c-11,c-2,1196,WN,OAK,PHX,646,56,19,WN_OAK_PHX,WN_OAK,0
c-3,c-1,917,NW,MSP,MCO,1310,17,15,NW_MSP_MCO,NW_MSP,0
c-8,c-3,943,AA,STT,SJU,68,43,15,AA_STT_SJU,AA_STT,0
c-2,c-3,765,WN,OAK,SAN,446,45,12,WN_OAK_SAN,WN_OAK,0
c-12,c-5,575,OO,ONT,SLC,558,35,9,OO_ONT_SLC,OO_ONT,0
c-12,c-5,755,WN,HOU,ELP,677,35,12,WN_HOU_ELP,WN_HOU,1
c-1,c-2,1048,NW,MSP,SAN,1532,28,17,NW_MSP_SAN,NW_MSP,0
c-7,c-1,1247,MQ,LGA,CMH,478,47,20,MQ_LGA_CMH,MQ_LGA,0
c-6,c-2,524,WN,SJC,PHX,621,44,8,WN_SJC_PHX,WN_SJC,0
c-6,c-3,1076,YV,IAD,ORF,157,56,17,YV_IAD_ORF,YV_IAD,1
c-8,c-5,1215,WN,BNA,BHM,177,15,20,WN_BNA_BHM,WN_BNA,0
c-3,c-4,530,WN,STL,OMA,342,50,8,WN_STL_OMA,WN_STL,0
c-9,c-2,830,WN,HOU,DEN,883,50,13,WN_HOU_DEN,WN_HOU,0
c-7,c-7,954,OO,SAN,LAX,109,54,15,OO_SAN_LAX,OO_SAN,0
c-4,c-2,747,MQ,TYS,DFW,772,27,12,MQ_TYS_DFW,MQ_TYS,0
c-4,c-2,815,WN,ELP,ABQ,223,35,13,WN_ELP_ABQ,WN_ELP,1
c-8,c-1,759,AA,SNA,DFW,1205,39,12,AA_SNA_DFW,AA_SNA,0
c-2,c-6,501,AS,SAN,SEA,1050,21,8,AS_SAN_SEA,AS_SAN,0
c-11,c-6,1143,UA,LGA,IAD,229,3,19,UA_LGA_IAD,UA_LGA,0
c-11,c-5,1185,NW,DTW,GRB,288,45,19,NW_DTW_GRB,NW_DTW,1
c-7,c-2,769,OO,SFO,RNO,192,49,12,OO_SFO_RNO,OO_SFO,0
c-1,c-7,942,OH,CVG,CHO,342,42,15,OH_CVG_CHO,OH_CVG,1
c-3,c-1,749,WN,LAX,SMF,373,29,12,WN_LAX_SMF,WN_LAX,0
c-7,c-3,948,OO,SLC,FCA,532,48,15,OO_SLC_FCA,OO_SLC,0
c-5,c-1,488,EV,ATL,GPT,352,8,8,EV_ATL_GPT,EV_ATL,0
c-2,c-3,555,CO,EWR,FLL,1065,15,9,CO_EWR_FLL,CO_EWR,0
c-3,c-4,921,NW,MSP,DTW,528,21,15,NW_MSP_DTW,NW_MSP,0
c-10,c-3,1135,DL,SLC,SMF,532,55,18,DL_SLC_SMF,DL_SLC,0
c-7,c-5,1175,YV,LAS,BUR,223,35,19,YV_LAS_BUR,YV_LAS,0
c-3,c-2,910,WN,LAS,ALB,2237,10,15,WN_LAS_ALB,WN_LAS,0
c-3,c-1,738,MQ,GRR,ORD,137,18,12,MQ_GRR_ORD,MQ_GRR,1
c-2,c-3,1222,UA,DEN,PHX,602,22,20,UA_DEN_PHX,UA_DEN,0
c-5,c-1,1167,EV,ATL,TRI,227,27,19,EV_ATL_TRI,EV_ATL,1
c-5,c-7,761,AA,DFW,SEA,1660,41,12,AA_DFW_SEA,AA_DFW,0
c-5,c-4,913,CO,FLL,CLE,1062,13,15,CO_FLL_CLE,CO_FLL,0
c-7,c-3,1184,DL,ATL,SFO,2139,44,19,DL_ATL_SFO,DL_ATL,1
c-10,c-3,818,EV,TPA,RIC,723,38,13,EV_TPA_RIC,EV_TPA,1
c-8,c-4,745,YV,DEN,ATL,1199,25,12,YV_DEN_ATL,YV_DEN,0
c-1,c-7,493,CO,FLL,EWR,1065,13,8,CO_FLL_EWR,CO_FLL,0
c-4,c-5,1005,NW,MSP,DCA,931,45,16,NW_MSP_DCA,NW_MSP,0
c-11,c-2,711,OO,SBA,LAX,89,51,11,OO_SBA_LAX,OO_SBA,0
c-3,c-2,655,OH,CHS,ATL,259,55,10,OH_CHS_ATL,OH_CHS,0
c-4,c-3,1117,DL,CHS,ATL,259,37,18,DL_CHS_ATL,DL_CHS,1
c-2,c-4,887,AA,MCO,LGA,950,47,14,AA_MCO_LGA,AA_MCO,0
c-12,c-7,719,US,PDX,PHX,1009,59,11,US_PDX_PHX,US_PDX,1
c-3,c-7,1135,EV,CVG,LIT,513,55,18,EV_CVG_LIT,EV_CVG,0
c-4,c-4,500,WN,SAT,HRL,233,20,8,WN_SAT_HRL,WN_SAT,0
c-8,c-2,418,FL,BWI,MCO,787,58,6,FL_BWI_MCO,FL_BWI,0
c-1,c-3,1025,OO,TVC,ORD,224,5,17,OO_TVC_ORD,OO_TVC,1
c-10,c-4,1020,US,DCA,LGA,214,0,17,US_DCA_LGA,US_DCA,0
c-11,c-3,937,YV,FAT,PHX,493,37,15,YV_FAT_PHX,YV_FAT,0
c-5,c-7,527,OO,DEN,MTJ,197,47,8,OO_DEN_MTJ,OO_DEN,0
c-12,c-4,1292,UA,ORD,IAD,589,32,21,UA_ORD_IAD,UA_ORD,1
c-3,c-5,1014,XE,LFT,IAH,201,54,16,XE_LFT_IAH,XE_LFT,0
c-7,c-7,940,OH,CVG,CHS,497,40,15,OH_CVG_CHS,OH_CVG,1
c-12,c-4,890,WN,SNA,SJC,342,50,14,WN_SNA_SJC,WN_SNA,1
c-4,c-3,584,AS,SEA,PHX,1107,44,9,AS_SEA_PHX,AS_SEA,0
c-9,c-3,460,WN,PDX,GEG,279,40,7,WN_PDX_GEG,WN_PDX,0
c-5,c-5,1089,WN,LAS,BNA,1588,9,18,WN_LAS_BNA,WN_LAS,1
c-4,c-1,998,OO,MSO,SLC,436,38,16,OO_MSO_SLC,OO_MSO,0
c-1,c-1,1026,AA,AUS,SJC,1476,6,17,AA_AUS_SJC,AA_AUS,0
c-6,c-7,1106,EV,ABE,CVG,503,26,18,EV_ABE_CVG,EV_ABE,1
c-1,c-4,595,WN,MCO,PHL,861,55,9,WN_MCO_PHL,WN_MCO,0
c-8,c-5,1109,OO,OAK,SLC,588,29,18,OO_OAK_SLC,OO_OAK,0
c-2,c-2,727,WN,HOU,AUS,148,7,12,WN_HOU_AUS,WN_HOU,0
c-3,c-4,509,NW,BOS,DTW,632,29,8,NW_BOS_DTW,NW_BOS,0
c-3,c-1,885,OH,BGR,CVG,906,45,14,OH_BGR_CVG,OH_BGR,1
c-3,c-1,820,OH,JAX,JFK,829,40,13,OH_JAX_JFK,OH_JAX,0
c-11,c-2,500,MQ,ORD,DBQ,147,20,8,MQ_ORD_DBQ,MQ_ORD,0
c-8,c-6,1150,NW,MEM,BNA,200,10,19,NW_MEM_BNA,NW_MEM,0
c-4,c-6,760,WN,HRL,HOU,276,40,12,WN_HRL_HOU,WN_HRL,0
c-10,c-3,439,OH,PHL,CVG,507,19,7,OH_PHL_CVG,OH_PHL,0
c-8,c-5,1138,MQ,DFW,GSP,862,58,18,MQ_DFW_GSP,MQ_DFW,0
c-7,c-5,503,UA,SAN,ORD,1723,23,8,UA_SAN_ORD,UA_SAN,0
c-3,c-3,1010,WN,BUR,OAK,325,50,16,WN_BUR_OAK,WN_BUR,0
c-12,c-1,696,NW,MCO,IND,828,36,11,NW_MCO_IND,NW_MCO,0
c-4,c-4,1015,DL,ATL,MCI,692,55,16,DL_ATL_MCI,DL_ATL,0
c-1,c-7,494,US,BTV,PHL,336,14,8,US_BTV_PHL,US_BTV,1
c-12,c-5,408,F9,SAT,DEN,794,48,6,F9_SAT_DEN,F9_SAT,1
c-1,c-4,985,WN,AUS,DAL,189,25,16,WN_AUS_DAL,WN_AUS,0
c-5,c-4,998,UA,IAD,DEN,1452,38,16,UA_IAD_DEN,UA_IAD,0
c-6,c-5,1015,WN,STL,PHX,1262,55,16,WN_STL_PHX,WN_STL,0
c-3,c-7,396,AS,SEA,SAN,1050,36,6,AS_SEA_SAN,AS_SEA,0
c-7,c-4,432,US,LAX,CLT,2125,12,7,US_LAX_CLT,US_LAX,0
c-10,c-3,554,CO,MSY,IAH,305,14,9,CO_MSY_IAH,CO_MSY,1
c-2,c-3,997,OO,BIL,SLC,387,37,16,OO_BIL_SLC,OO_BIL,0
c-12,c-4,816,MQ,SBA,LAX,89,36,13,MQ_SBA_LAX,MQ_SBA,0
c-11,c-1,568,WN,OKC,MCI,313,28,9,WN_OKC_MCI,WN_OKC,0
c-5,c-3,1071,XE,IAH,ICT,542,51,17,XE_IAH_ICT,XE_IAH,0
c-6,c-2,1215,DL,ATL,CHS,259,15,20,DL_ATL_CHS,DL_ATL,1
c-9,c-4,1069,DL,RSW,ATL,515,49,17,DL_RSW_ATL,DL_RSW,0
c-12,c-5,659,MQ,DFW,CLL,164,59,10,MQ_DFW_CLL,MQ_DFW,0
c-5,c-4,853,AS,SEA,LAX,954,13,14,AS_SEA_LAX,AS_SEA,0
c-11,c-2,354,US,RDU,CLT,130,54,5,US_RDU_CLT,US_RDU,0
c-11,c-7,1011,B6,JFK,RDU,426,51,16,B6_JFK_RDU,B6_JFK,0
c-10,c-2,1315,OH,BOS,RDU,612,55,21,OH_BOS_RDU,OH_BOS,1
c-3,c-3,493,AA,ONT,DFW,1189,13,8,AA_ONT_DFW,AA_ONT,0
c-11,c-5,718,WN,SAT,DAL,248,58,11,WN_SAT_DAL,WN_SAT,1
c-6,c-1,795,WN,MDW,MCO,989,15,13,WN_MDW_MCO,WN_MDW,0
c-5,c-2,402,XE,PNS,IAH,489,42,6,XE_PNS_IAH,XE_PNS,0
c-6,c-6,1015,NW,RDU,DTW,501,55,16,NW_RDU_DTW,NW_RDU,1
c-5,c-7,572,OO,FAT,SLC,501,32,9,OO_FAT_SLC,OO_FAT,1
c-9,c-6,696,OO,SLC,SFO,599,36,11,OO_SLC_SFO,OO_SLC,0
c-11,c-7,1020,WN,BNA,CLE,448,0,17,WN_BNA_CLE,WN_BNA,0
c-10,c-2,984,WN,SJC,LAX,308,24,16,WN_SJC_LAX,WN_SJC,0
c-5,c-2,709,US,CLT,MEM,512,49,11,US_CLT_MEM,US_CLT,1
c-5,c-6,932,US,PHL,BDL,196,32,15,US_PHL_BDL,US_PHL,0
c-5,c-4,1160,TZ,EWR,MDW,711,20,19,TZ_EWR_MDW,TZ_EWR,1
c-11,c-2,680,HP,PHX,LAX,370,20,11,HP_PHX_LAX,HP_PHX,0
c-8,c-2,517,UA,BWI,DEN,1491,37,8,UA_BWI_DEN,UA_BWI,0
c-2,c-4,480,WN,MSY,LAS,1501,0,8,WN_MSY_LAS,WN_MSY,0
c-1,c-1,1409,AA,OGG,LAX,2486,29,23,AA_OGG_LAX,AA_OGG,0
c-7,c-5,52,XE,PSP,IAH,1269,52,0,XE_PSP_IAH,XE_PSP,0
c-12,c-7,519,CO,DEN,IAH,861,39,8,CO_DEN_IAH,CO_DEN,0
c-10,c-6,827,EV,LWB,ATL,369,47,13,EV_LWB_ATL,EV_LWB,1
c-1,c-1,1080,WN,DAL,HOU,239,0,18,WN_DAL_HOU,WN_DAL,0
c-5,c-4,459,XE,IAH,IAD,1190,39,7,XE_IAH_IAD,XE_IAH,0
c-2,c-7,1200,OO,ORD,ORF,717,0,20,OO_ORD_ORF,OO_ORD,1
c-12,c-1,1293,US,CLT,PIT,366,33,21,US_CLT_PIT,US_CLT,1
c-9,c-5,1025,XE,SDF,EWR,642,5,17,XE_SDF_EWR,XE_SDF,1
c-4,c-3,565,WN,STL,SLC,1156,25,9,WN_STL_SLC,WN_STL,0
c-2,c-7,465,WN,SEA,PHX,1107,45,7,WN_SEA_PHX,WN_SEA,0
c-5,c-2,1110,EV,ATL,EYW,646,30,18,EV_ATL_EYW,EV_ATL,0
c-5,c-5,418,OO,BFL,LAX,109,58,6,OO_BFL_LAX,OO_BFL,0
c-5,c-5,482,AA,STL,TPA,869,2,8,AA_STL_TPA,AA_STL,0
c-11,c-4,570,WN,OAK,PDX,543,30,9,WN_OAK_PDX,WN_OAK,0
c-11,c-7,1054,DL,LAS,SLC,368,34,17,DL_LAS_SLC,DL_LAS,0
c-5,c-1,832,MQ,SAN,SJC,417,52,13,MQ_SAN_SJC,MQ_SAN,0
c-1,c-2,435,WN,OAK,PDX,543,15,7,WN_OAK_PDX,WN_OAK,0
c-8,c-1,1117,OO,LAX,PHX,370,37,18,OO_LAX_PHX,OO_LAX,0
c-6,c-4,1122,NW,MSP,DCA,931,42,18,NW_MSP_DCA,NW_MSP,0
c-7,c-5,1230,CO,EWR,DEN,1605,30,20,CO_EWR_DEN,CO_EWR,1
c-11,c-1,1354,WN,LAS,OAK,407,34,22,WN_LAS_OAK,WN_LAS,0
c-3,c-3,713,AA,DFW,SJC,1438,53,11,AA_DFW_SJC,AA_DFW,0
c-6,c-1,1114,MQ,JAN,DFW,408,34,18,MQ_JAN_DFW,MQ_JAN,0
c-5,c-2,990,XE,BRO,IAH,308,30,16,XE_BRO_IAH,XE_BRO,0
c-11,c-1,1136,UA,ORD,LGA,733,56,18,UA_ORD_LGA,UA_ORD,0
c-12,c-6,465,OH,SAT,CVG,1024,45,7,OH_SAT_CVG,OH_SAT,0
c-6,c-6,1064,AA,EWR,DFW,1372,44,17,AA_EWR_DFW,AA_EWR,1
c-1,c-6,604,AA,AUS,DFW,190,4,10,AA_AUS_DFW,AA_AUS,0
c-4,c-2,785,WN,PHL,MHT,290,5,13,WN_PHL_MHT,WN_PHL,0
c-8,c-4,1268,AA,ORD,BNA,409,8,21,AA_ORD_BNA,AA_ORD,1
c-10,c-2,725,OH,SRQ,CVG,812,5,12,OH_SRQ_CVG,OH_SRQ,1
c-10,c-5,1135,XE,CLE,BUF,192,55,18,XE_CLE_BUF,XE_CLE,0
c-9,c-6,371,TZ,MDW,LGA,725,11,6,TZ_MDW_LGA,TZ_MDW,0
c-1,c-3,743,UA,DEN,OKC,495,23,12,UA_DEN_OKC,UA_DEN,0
c-1,c-4,860,HP,STL,PHX,1262,20,14,HP_STL_PHX,HP_STL,0
c-5,c-2,1162,WN,MAF,AUS,294,22,19,WN_MAF_AUS,WN_MAF,0
c-1,c-7,575,WN,STL,CLE,487,35,9,WN_STL_CLE,WN_STL,0
c-1,c-5,511,UA,GEG,DEN,836,31,8,UA_GEG_DEN,UA_GEG,1
c-9,c-7,1190,CO,EWR,AUS,1504,50,19,CO_EWR_AUS,CO_EWR,0
c-7,c-7,1045,NW,DTW,BDL,548,25,17,NW_DTW_BDL,NW_DTW,0
c-7,c-4,1317,US,CLT,PIT,366,57,21,US_CLT_PIT,US_CLT,1
c-5,c-6,995,OH,BTV,ATL,960,35,16,OH_BTV_ATL,OH_BTV,1
c-1,c-4,1237,DL,CVG,ATL,373,37,20,DL_CVG_ATL,DL_CVG,1
c-3,c-4,558,UA,IAD,MIA,921,18,9,UA_IAD_MIA,UA_IAD,0
c-6,c-1,697,US,LAS,SAN,258,37,11,US_LAS_SAN,US_LAS,0
c-12,c-1,506,NW,DTW,LAS,1750,26,8,NW_DTW_LAS,NW_DTW,0
c-10,c-5,529,XE,CLE,DAY,162,49,8,XE_CLE_DAY,XE_CLE,0
c-6,c-5,1121,NW,BWI,DTW,408,41,18,NW_BWI_DTW,NW_BWI,0
c-8,c-6,1188,WN,PIT,MCO,834,48,19,WN_PIT_MCO,WN_PIT,0
c-5,c-6,509,DL,BWI,ATL,576,29,8,DL_BWI_ATL,DL_BWI,0
c-6,c-4,543,EV,ATL,IAH,689,3,9,EV_ATL_IAH,EV_ATL,0
c-6,c-3,925,WN,ISP,BWI,220,25,15,WN_ISP_BWI,WN_ISP,0
c-5,c-5,1219,MQ,ORD,MLI,139,19,20,MQ_ORD_MLI,MQ_ORD,1
c-12,c-5,868,MQ,LAX,SAN,109,28,14,MQ_LAX_SAN,MQ_LAX,0
c-11,c-1,27,FL,ATL,MCI,692,27,0,FL_ATL_MCI,FL_ATL,1
c-2,c-4,775,HP,PHX,CLE,1737,55,12,HP_PHX_CLE,HP_PHX,0
c-2,c-5,922,AA,ELP,DFW,551,22,15,AA_ELP_DFW,AA_ELP,0
c-7,c-5,1056,UA,LAS,DEN,629,36,17,UA_LAS_DEN,UA_LAS,0
c-5,c-2,997,OH,ATL,PHL,665,37,16,OH_ATL_PHL,OH_ATL,0
c-3,c-6,1110,CO,IAH,CLE,1091,30,18,CO_IAH_CLE,CO_IAH,1
c-3,c-7,414,OO,BIS,DEN,517,54,6,OO_BIS_DEN,OO_BIS,0
c-3,c-3,1041,US,PHX,PDX,1009,21,17,US_PHX_PDX,US_PHX,0
c-8,c-7,752,UA,DEN,MCI,533,32,12,UA_DEN_MCI,UA_DEN,0
c-4,c-5,890,UA,MCO,DEN,1545,50,14,UA_MCO_DEN,UA_MCO,1
c-9,c-6,1015,EV,BMI,ATL,533,55,16,EV_BMI_ATL,EV_BMI,0
c-3,c-5,534,OO,LAX,SMF,373,54,8,OO_LAX_SMF,OO_LAX,0
c-4,c-5,520,WN,PHX,OMA,1037,40,8,WN_PHX_OMA,WN_PHX,0
c-10,c-5,1430,FL,BWI,BOS,370,50,23,FL_BWI_BOS,FL_BWI,1
c-5,c-5,872,CO,IAH,DFW,224,32,14,CO_IAH_DFW,CO_IAH,0
c-7,c-3,422,FL,ATL,MDW,590,2,7,FL_ATL_MDW,FL_ATL,0
c-10,c-6,914,AA,DCA,ORD,612,14,15,AA_DCA_ORD,AA_DCA,1
c-12,c-6,987,OO,RDD,SFO,199,27,16,OO_RDD_SFO,OO_RDD,0
c-2,c-7,995,WN,STL,ABQ,934,35,16,WN_STL_ABQ,WN_STL,1
c-12,c-1,1045,UA,IAH,ORD,925,25,17,UA_IAH_ORD,UA_IAH,0
c-12,c-6,1236,F9,DEN,STL,770,36,20,F9_DEN_STL,F9_DEN,0
c-5,c-7,891,EV,ATL,MLU,448,51,14,EV_ATL_MLU,EV_ATL,0
c-7,c-3,815,CO,LAS,IAH,1222,35,13,CO_LAS_IAH,CO_LAS,1
c-11,c-2,832,DL,ATL,GSO,306,52,13,DL_ATL_GSO,DL_ATL,0
c-7,c-7,547,XE,IAH,OKC,395,7,9,XE_IAH_OKC,XE_IAH,0
c-1,c-4,575,MQ,LAX,FAT,209,35,9,MQ_LAX_FAT,MQ_LAX,0
c-8,c-2,1109,NW,IND,MSP,503,29,18,NW_IND_MSP,NW_IND,1
c-2,c-5,537,EV,MCO,HSV,535,57,8,EV_MCO_HSV,EV_MCO,0
c-1,c-4,1151,TZ,MDW,DCA,601,11,19,TZ_MDW_DCA,TZ_MDW,0
c-6,c-6,741,FL,PHL,FLL,992,21,12,FL_PHL_FLL,FL_PHL,1
c-8,c-4,1253,OO,TWF,SLC,175,53,20,OO_TWF_SLC,OO_TWF,0
c-1,c-1,719,MQ,MIA,RIC,826,59,11,MQ_MIA_RIC,MQ_MIA,0
c-4,c-1,529,US,PHX,MSP,1276,49,8,US_PHX_MSP,US_PHX,0
c-10,c-2,373,FL,JAX,ATL,270,13,6,FL_JAX_ATL,FL_JAX,0
c-12,c-1,449,OO,RDU,ORD,647,29,7,OO_RDU_ORD,OO_RDU,0
c-8,c-1,426,WN,LAX,LAS,236,6,7,WN_LAX_LAS,WN_LAX,0
c-9,c-3,1076,OO,SFO,PSP,421,56,17,OO_SFO_PSP,OO_SFO,0
c-5,c-5,908,WN,MDW,OAK,1844,8,15,WN_MDW_OAK,WN_MDW,1
c-12,c-2,479,OO,SFO,ONT,363,59,7,OO_SFO_ONT,OO_SFO,1
c-7,c-4,689,US,SEA,PHL,2378,29,11,US_SEA_PHL,US_SEA,0
c-7,c-4,367,UA,SFO,LAX,337,7,6,UA_SFO_LAX,UA_SFO,0
c-12,c-3,457,UA,LAS,LAX,236,37,7,UA_LAS_LAX,UA_LAS,0
c-4,c-5,435,EV,ATL,PHF,508,15,7,EV_ATL_PHF,EV_ATL,0
c-6,c-4,1049,AA,DFW,BUR,1231,29,17,AA_DFW_BUR,AA_DFW,0
c-11,c-5,1049,OO,GEG,SLC,546,29,17,OO_GEG_SLC,OO_GEG,1
c-4,c-4,769,AS,SEA,SAN,1050,49,12,AS_SEA_SAN,AS_SEA,1
c-11,c-7,756,DH,ALB,IAD,325,36,12,DH_ALB_IAD,DH_ALB,0
c-8,c-2,703,US,CMH,CLT,346,43,11,US_CMH_CLT,US_CMH,0
c-11,c-2,545,WN,ISP,BWI,220,5,9,WN_ISP_BWI,WN_ISP,0
c-12,c-7,744,AA,SJU,BOS,1674,24,12,AA_SJU_BOS,AA_SJU,0
c-7,c-2,470,UA,SNA,SFO,372,50,7,UA_SNA_SFO,UA_SNA,0
c-2,c-5,618,XE,BWI,CLE,314,18,10,XE_BWI_CLE,XE_BWI,0
c-12,c-6,1050,AA,LGA,DFW,1389,30,17,AA_LGA_DFW,AA_LGA,0
c-1,c-6,335,EV,CLE,ATL,554,35,5,EV_CLE_ATL,EV_CLE,0
